Number;Text;Flag
1114927;<DIV ALIGN=CENTER>Damage - 美德十字軍</DIV>;Modified
1114928;<DIV ALIGN=CENTER>Damage - 自由貿易商</DIV>;Modified
1114929;<DIV ALIGN=CENTER>Damage - 守護者軍團</DIV>;Modified
1114930;<DIV ALIGN=CENTER>Damage - 未知陣營</DIV>;Modified
1114931;<DIV ALIGN=CENTER>治療 - All Factions</DIV>;Modified
1114932;<DIV ALIGN=CENTER>治療 - 美德十字軍</DIV>;Modified
1114933;<DIV ALIGN=CENTER>治療 - 自由貿易商</DIV>;Modified
1114934;<DIV ALIGN=CENTER>治療 - 守護者軍團</DIV>;Modified
1114935;<DIV ALIGN=CENTER>治療 - 未知陣營</DIV>;Modified
1114936;<DIV ALIGN=CENTER>潛行 - All Factions</DIV>;Modified
1114937;<DIV ALIGN=CENTER>潛行 - 美德十字軍</DIV>;Modified
1114938;<DIV ALIGN=CENTER>潛行 - 自由貿易商</DIV>;Modified
1114939;<DIV ALIGN=CENTER>潛行 - 守護者軍團</DIV>;Modified
1114940;<DIV ALIGN=CENTER>潛行 - 未知陣營</DIV>;Modified
1114941;<DIV ALIGN=CENTER>Intel - All Factions</DIV>;Modified
1114942;<DIV ALIGN=CENTER>Intel - 美德十字軍</DIV>;Modified
1114943;<DIV ALIGN=CENTER>Intel - 自由貿易商</DIV>;Modified
1114944;<DIV ALIGN=CENTER>Intel - 守護者軍團</DIV>;Modified
1114945;<DIV ALIGN=CENTER>Intel - 未知陣營</DIV>;Modified
1114946;<DIV ALIGN=CENTER>Sigil - All Factions</DIV>;Modified
1114947;<DIV ALIGN=CENTER>Sigil - 美德十字軍</DIV>;Modified
1114948;<DIV ALIGN=CENTER>Sigil - 自由貿易商</DIV>;Modified
1114949;<DIV ALIGN=CENTER>Sigil - 守護者軍團</DIV>;Modified
1114950;<DIV ALIGN=CENTER>Sigil - 未知陣營</DIV>;Modified
1114951;<DIV ALIGN=CENTER>Team Damage - All Factions</DIV>;Modified
1114952;<DIV ALIGN=CENTER>Team Damage - 美德十字軍</DIV>;Modified
1114953;<DIV ALIGN=CENTER>Team Damage - 自由貿易商</DIV>;Modified
1114954;<DIV ALIGN=CENTER>Team Damage - 守護者軍團</DIV>;Modified
1114955;<DIV ALIGN=CENTER>Team Damage - 未知陣營</DIV>;Modified
1114956;<DIV ALIGN=CENTER>Kill Count - All Factions</DIV>;Modified
1114957;<DIV ALIGN=CENTER>Kill Count - 美德十字軍</DIV>;Modified
1114958;<DIV ALIGN=CENTER>Kill Count - 自由貿易商</DIV>;Modified
1114959;<DIV ALIGN=CENTER>Kill Count - 守護者軍團</DIV>;Modified
1114960;<DIV ALIGN=CENTER>Kill Count - 未知陣營</DIV>;Modified
1114961;<DIV ALIGN=CENTER>Kill Ratio - All Factions</DIV>;Modified
1114962;<DIV ALIGN=CENTER>Kill Ratio - 美德十字軍</DIV>;Modified
1114963;<DIV ALIGN=CENTER>Kill Ratio - 自由貿易商</DIV>;Modified
1114964;<DIV ALIGN=CENTER>Kill Ratio - 守護者軍團</DIV>;Modified
1114965;<DIV ALIGN=CENTER>Kill Ratio - 未知陣營</DIV>;Modified
1114966;<DIV ALIGN=LEFT>Name:</DIV>;Modified
1114967;<DIV ALIGN=CENTER>Faction:</DIV>;Modified
1114968;Rank:;Modified
1114969;<DIV ALIGN=RIGHT>Damage:</DIV>;Modified
1114970;<DIV ALIGN=RIGHT>治療:</DIV>;Modified
1114971;<DIV ALIGN=RIGHT>潛行:</DIV>;Modified
1114972;<DIV ALIGN=RIGHT>Intel:</DIV>;Modified
1114973;<DIV ALIGN=RIGHT>Sigil:</DIV>;Modified
1114974;<DIV ALIGN=RIGHT>Team Damage:</DIV>;Modified
1114975;<DIV ALIGN=RIGHT>擊殺：</DIV>;Modified
1114976;<DIV ALIGN=RIGHT>比率：</DIV>;Modified
1114977;<DIV ALIGN=RIGHT>Score:</DIV>;Modified
1114978;<DIV ALIGN=CENTER>Guild:</DIV>;Modified
1114979;<DIV ALIGN=RIGHT>頁碼</DIV>;Modified
1114980;<DIV ALIGN=CENTER>／</DIV>;Modified
1114981;<DIV ALIGN=CENTER>#:</DIV>;Modified
1114982;排行榜;Modified
1114983;陣營排行榜介面文字;Modified
1114984;陣營排行榜介面文字;Modified
1114985;陣營排行榜介面文字;Modified
1114986;陣營排行榜介面文字;Modified
1114987;陣營排行榜介面文字;Modified
1114988;陣營排行榜介面文字;Modified
1114989;陣營排行榜介面文字;Modified
1114990;陣營排行榜介面文字;Modified
1114991;陣營排行榜介面文字;Modified
1114992;陣營排行榜介面文字;Modified
1114993;陣營排行榜介面文字;Modified
1114994;陣營排行榜介面文字;Modified
1114995;陣營排行榜介面文字;Modified
1114996;陣營排行榜介面文字;Modified
1114997;陣營排行榜介面文字;Modified
1114998;陣營排行榜介面文字;Modified
1114999;陣營排行榜介面文字;Modified
1115000;陣營排行榜介面文字;Modified
1115001;陣營排行榜介面文字;Modified
1115002;陣營排行榜介面文字;Modified
1115003;陣營排行榜介面文字;Modified
1115004;陣營排行榜介面文字;Modified
1115005;陣營排行榜介面文字;Modified
1115006;陣營排行榜介面文字;Modified
1115007;陣營排行榜介面文字;Modified
1115008;陣營排行榜介面文字;Modified
1115009;陣營排行榜介面文字;Modified
1115010;陣營排行榜介面文字;Modified
1115011;陣營排行榜介面文字;Modified
1115012;陣營排行榜介面文字;Modified
1115013;陣營排行榜介面文字;Modified
1115014;陣營排行榜介面文字;Modified
1115015;陣營排行榜介面文字;Modified
1115016;陣營排行榜介面文字;Modified
1115017;陣營排行榜介面文字;Modified
1115018;陣營排行榜介面文字;Modified
1115019;陣營排行榜介面文字;Modified
1115020;陣營排行榜介面文字;Modified
1115021;+~1_DAMAGE~% weapon damage and +~2_DAMAGE~% 法術傷害增加 for each 20% health lost from maximum health (60% weapon damage bonus 便帽 and 12% spell damage bonus 便帽).;Modified
1115022;開啟稱號選單;Modified
1115023;<CENTER>稱號選單</CENTER>;Modified
1115024;<CENTER>類型</CENTER>;Modified
1115025;<CENTER>說明</CENTER>;Modified
1115026;紙娃娃名稱（前綴）;Modified
1115027;紙娃娃名稱（後綴）;Modified
1115028;頭頂名稱;Modified
1115029;副標題;Modified
1115030;技能;Modified
1115031;名聲／業力;Modified
1115032;怪物;Modified
1115033;公會;Modified
1115034;獎勵;Modified
1115035;是否要套用此稱號？;Modified
1115036;稱號已套用;Modified
1115037;稱號已清除;Modified
1115038;是否要清除您的稱號？;Modified
1115039;此為公會領袖指派的公會自訂稱號。;Modified
1115040;此為您的公會縮寫。;Modified
1115041;此稱號透過業力提升獲得。;Modified
1115042;此稱號透過業力下降獲得。;Modified
1115043;此稱號透過名望行為獲得。;Modified
1115044;此稱號透過與minions of Rikktor戰鬥獲得。;Modified
1115045;此稱號透過與minions of Lord Oaks戰鬥獲得。;Modified
1115046;此稱號透過與minions of Mephitis戰鬥獲得。;Modified
1115047;此稱號透過與minions of Semidar戰鬥獲得。;Modified
1115048;此稱號透過與minions of The Piper戰鬥獲得。;Modified
1115049;此稱號透過與minions of Neira the Necromancer戰鬥獲得。;Modified
1115050;此稱號透過與minions of Serado the Awakened戰鬥獲得。;Modified
1115051;此稱號透過與minions of Ilhenir the Stained戰鬥獲得。;Modified
1115052;此稱號透過與minions of Twaulo of the Glade戰鬥獲得。;Modified
1115053;此稱號透過與minions of the Primeval Lich戰鬥獲得。;Modified
1115054;此稱號透過與minions of the Abyssal Inferno戰鬥獲得。;Modified
1115055;此稱號透過與Harrower and the Champions戰鬥獲得。;Modified
1115056;此稱號從鍊金術技能提升獲得。;Modified
1115057;此稱號從解剖學技能提升獲得。;Modified
1115058;此稱號從動物學技能提升獲得。;Modified
1115059;此稱號從物品鑑定技能提升獲得。;Modified
1115060;此稱號從武器學技能提升獲得。;Modified
1115061;此稱號從格擋技能提升獲得。;Modified
1115062;此稱號從乞討技能提升獲得。;Modified
1115063;此稱號從鐵匠技能提升獲得。;Modified
1115064;此稱號從弓術與箭術技能提升獲得。;Modified
1115065;此稱號從和平技能提升獲得。;Modified
1115066;此稱號從露營技能提升獲得。;Modified
1115067;此稱號從木工技能提升獲得。;Modified
1115068;此稱號從製圖技能提升獲得。;Modified
1115069;此稱號從烹飪技能提升獲得。;Modified
1115070;此稱號從偵測隱藏技能提升獲得。;Modified
1115071;此稱號從失調技能提升獲得。;Modified
1115072;此稱號從智力評估技能提升獲得。;Modified
1115073;此稱號從治療技能提升獲得。;Modified
1115074;此稱號從釣魚技能提升獲得。;Modified
1115075;此稱號從鑑定技能提升獲得。;Modified
1115076;此稱號從畜牧技能提升獲得。;Modified
1115077;此稱號從隱身技能提升獲得。;Modified
1115078;此稱號從挑撥技能提升獲得。;Modified
1115079;此稱號從抄寫技能提升獲得。;Modified
1115080;此稱號從撬鎖技能提升獲得。;Modified
1115081;此稱號從魔法技能提升獲得。;Modified
1115082;此稱號從魔法抵抗技能提升獲得。;Modified
1115083;此稱號從戰術技能提升獲得。;Modified
1115084;此稱號從窺探技能提升獲得。;Modified
1115085;此稱號從音樂技能提升獲得。;Modified
1115086;此稱號從用毒技能提升獲得。;Modified
1115087;此稱號從弓箭術技能提升獲得。;Modified
1115088;此稱號從通靈技能提升獲得。;Modified
1115089;此稱號從偷竊技能提升獲得。;Modified
1115090;此稱號從裁縫技能提升獲得。;Modified
1115091;此稱號從馴獸技能提升獲得。;Modified
1115092;此稱號從品嚐鑑定技能提升獲得。;Modified
1115093;此稱號從工匠技能提升獲得。;Modified
1115094;此稱號從追蹤技能提升獲得。;Modified
1115095;此稱號從獸醫技能提升獲得。;Modified
1115096;此稱號從劍術技能提升獲得。;Modified
1115097;此稱號從鎚術技能提升獲得。;Modified
1115098;此稱號從刺擊術技能提升獲得。;Modified
1115099;此稱號從搏擊技能提升獲得。;Modified
1115100;這個頭銜是通過伐木工人技能獲得的。;Modified
1115101;這個頭銜是從採礦技能獲得的。;Modified
1115102;這個頭銜是由冥想技能獲得的。;Modified
1115103;這個頭銜是通過隱形技能獲得的。;Modified
1115104;這個頭銜是通過移除陷阱技能獲得的。;Modified
1115105;這個頭銜是通過死靈術技能獲得的。;Modified
1115106;這個頭銜是從“專注技能”獲得的。;Modified
1115107;這個頭銜是從騎士技能獲得的。;Modified
1115108;此稱號從武士道技能提升獲得。;Modified
1115109;此稱號從忍術技能提升獲得。;Modified
1115110;此稱號從Spellweaving技能提升獲得。;Modified
1115111;此稱號從神祕主義技能提升獲得。;Modified
1115112;此稱號從附魔技能提升獲得。;Modified
1115113;此稱號從投擲技能提升獲得。;Modified
1115114;此為獎勵稱號。;Modified
1115115;此為對薇絲珀博物館做出貢獻獲得的獎勵稱號。;Modified
1115116;此為對不列顛尼亞皇家動物園做出貢獻獲得的獎勵稱號。;Modified
1115117;此為對不列顛城公共圖書館做出貢獻獲得的獎勵稱號。;Modified
1115118;你被固定住，無法移動。;Modified
1115119;兩個房屋傳送器已連結，剩餘充能次數已重新平衡。;Modified
1115120;遠端傳送器已無剩餘充能。;Modified
1115121;此傳送器已無剩餘充能。;Modified
1115122;使用說明;Modified
1115123;恭喜您成為自己的<br>房屋傳送器套裝的<br>主人！;Modified
1115124;使用方法：將一個鎖定在您的<br>家中，另一個鎖定在<br>信任的朋友家中。; lock one down in your<br> home then lock the other down in<br> the home of a trusted friend.";Modified
1115125;使用右鍵選單<br>為它們充能。;Modified
1115126;房屋傳送器無法繼續充能。;Modified
1115127;傳送門卷軸化為灰塵，隨即強化房屋傳送器。;Modified
1115128;此選項將在成長過程中自動更新你的名聲／業力稱號。;Modified
1115129;名聲：~1_AMT~;Modified
1115130;業力：~1_AMT~;Modified
1115131;以指定裝備替換目前裝備中的裝備。;Modified
1115132;移除指定裝備欄位的裝備。;Modified
1115133;切換戰爭與和平模式。;Modified
1115134;向周圍所有人說出指定文字。（9格半徑）;Modified
1115135;向周圍所有人做出指定表情。（7格半徑）;Modified
1115136;向周圍所有人低語指定文字。（1格半徑）;Modified
1115137;向周圍所有人喊出指定文字。（18格半徑）;Modified
1115138;啟動最後使用的技能。;Modified
1115139;施展最後使用的法術。;Modified
1115140;啟動最後使用的物件。;Modified
1115141;啟動目前鎖定的目標。此功能僅在傳統鎖定選項關閉時生效。;Modified
1115142;做出鞠躬動作。;Modified
1115143;做出敬禮動作。;Modified
1115144;開啟附近的門。;Modified
1115145;顯示畫面上所有生物的姓名。;Modified
1115146;在執行巨集的下一個動作前加入指定延遲（秒）。;Modified
1115147;延遲巨集執行下個動作，直到鎖定游標出現。;Modified
1115148;While the targeting cursor is active; this action will target the last object that was targeted with the cursor. Also known as 'LastTarget' in the Classic Client.; this action will target the last object that was targeted with the cursor. Also known as 'LastTarget' in the Classic Client.";Modified
1115149;While the targeting cursor is active; this action will target the object that is currently targeted. This only works with the Legacy Targeting option turned OFF.; this action will target the object that is currently targeted. This only works with the Legacy Targeting option turned OFF.";Modified
1115150;While the targeting cursor is active; this action will target yourself. Also known as 'TargetSelf' in the Classic Client.; this action will target yourself. Also known as 'TargetSelf' in the Classic Client.";Modified
1115151;Switches your current target to the next friendly member in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115152;Switches your current target to the next hostile member in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115153;Switches your current target to the next party member in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115154;Switches your current target to the next mobile in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115155;Toggles the equipping of items for the specified equipment slots.;Modified
1115156;Turns on War mode. Enables you to attack targets.;Modified
1115157;Turns on Peace mode. Enables you to interact with targets.;Modified
1115158;Commands all nearby followers to attack the target specified.;Modified
1115159;Commands all nearby followers to come to your current location.;Modified
1115160;Commands all nearby followers to follow the target specified.;Modified
1115161;Commands all nearby followers to follow you.;Modified
1115162;Commands all nearby followers to guard you.;Modified
1115163;Commands all nearby followers to guard the target specified.;Modified
1115164;Commands all nearby followers to stay at their current location.;Modified
1115165;Commands all nearby followers to stop what they are currently doing.;Modified
1115166;Commands the 船隻 舵手 to move the 船隻 forward-left.;Modified
1115167;Commands the 船隻 舵手 to move the 船隻 forward-right.;Modified
1115168;Commands the 船隻 舵手 to move the 船隻 forward.;Modified
1115169;Commands the 船隻 舵手 to move the 船隻 backward-left.;Modified
1115170;Commands the 船隻 舵手 to move the 船隻 backward-right.;Modified
1115171;Commands the 船隻 舵手 to move the 船隻 backwards.;Modified
1115172;Commands the 船隻 舵手 to move the 船隻 left.;Modified
1115173;Commands the 船隻 舵手 to move the 船隻 right.;Modified
1115174;Commands the 船隻 舵手 to turn the 船隻 left.;Modified
1115175;Commands the 船隻 舵手 to turn the 船隻 right.;Modified
1115176;Commands the 船隻 舵手 to turn the 船隻 around.;Modified
1115177;Activates the 蛇柱 to transport your 船隻 from 不列顛尼亞 waters to the 失落之地.;Modified
1115178;Activates the 蛇柱 to transport your 船隻 from the 失落之地 to 不列顛尼亞 waters.;Modified
1115179;Commands the 船隻 舵手 to stop the 船隻.;Modified
1115180;Commands the 船隻 舵手 to drop the 船隻's anchor.;Modified
1115181;Commands the 船隻 舵手 to raise the 船隻's anchor.;Modified
1115182;Commands the 船隻 舵手 to start on the charted course from the 地圖 you have given him.;Modified
1115183;Commands the 船隻 舵手 to resume on the charted course from the 地圖 you have given him.;Modified
1115184;Gathers nearby resources using the tool specified.;Modified
1115185;While the targeting cursor is active; this action will target the object that is stored in the action.; this action will target the object that is stored in the action.";Modified
1115186;Executes specified Lua script commands.;Modified
1115187;Changes the last object that was targeted with the cursor to the next visible object in range. This is used in conjunction with the 'Cursor Target Last' and 'Attack Last Cursor Target' actions. Also known as 'TargetNext' in the Classic Client.;Modified
1115188;Attacks your current target. This only works with the Legacy Targeting option turned OFF.;Modified
1115189;月石 ~1_NAME~;Modified
1115190;Attacks the last object that was targeted with the cursor. Also known as 'AttackLast' in the Classic Client.;Modified
1115191;Switches your current target to the next follower in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115192;Switches your current target to the next object in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115193;Switches your current target to the previous friendly member in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115194;Switches your current target to the previous hostile member in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115195;Switches your current target to the previous party member in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115196;Switches your current target to the previous follower in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115197;Switches your current target to the previous object in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115198;Switches your current target to the previous mobile in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115199;Switches your current target to the nearest friendly member in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115200;Switches your current target to the nearest hostile member in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115201;Switches your current target to the nearest party member in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115202;Switches your current target to the nearest follower in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115203;Switches your current target to the nearest object in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115204;Switches your current target to the nearest mobile in range. This only works with the Legacy Targeting option turned OFF.;Modified
1115205;Toggles the Always Run option.;Modified
1115206;Toggles the Circle of Transparency option.;Modified
1115207;Swaps between your current weapon and your previously equipped weapon.;Modified
1115208;Uses any available 繃帶 in your 背包 on yourself.;Modified
1115209;Uses any available 繃帶 in your 背包 on your current target. This only works with the Legacy Targeting option turned OFF.;Modified
1115210;Exits the game.;Modified
1115211;詳細快捷列提示;Modified
1115212;裝備時提升投擲技能。;Modified
1115213;裝備時提升神祕主義技能。;Modified
1115214;汝不屬此陣營，不得通過。;Modified
1115215;The amount of damage you can withstand. If your 生命值 ever go below zero; you will die.; you will die.";Modified
1115216;Determines how fast you can swing a weapon. Several physical actions reduce your 精力 including taking damage and running. Full 精力 is required to push through others in a non-consensual PvP areas.;Modified
1115217;The energy that allows you to cast spells.;Modified
1115218;Represents your physical essence. Your 生命值 are determined by your 力量.;Modified
1115219;Represents your hand-to-eye coordination and reflexes. Your 精力 is determined by your 敏捷.;Modified
1115220;Represents your mental capacity. Your 魔力 is determined by your 智力.;Modified
1115221;Your maximum allowable sum for 力量; 敏捷; and 智力.; Dexterity; and Intelligence.";Modified
1115222;Determines your chance to find greater amounts of loot and greater quality loot.;Modified
1115223;Your carrying capacity.;Modified
1115224;The amount of 金色 you are carrying.;Modified
1115225;The number of pets; hirelings; and constructs under your control.; hirelings; and constructs under your control.";Modified
1115226;This property reduces the damage taken from attacks that cause 物理傷害.  This property can be found on all armor; 盾牌; accessories or weapons.; shields; accessories or weapons.";Modified
1115227;This property reduces the damage taken from attacks that cause 火焰傷害.  This property can be found on all armor; 盾牌; accessories or weapons.; shields; accessories or weapons.";Modified
1115228;This property reduces the damage taken from attacks that cause 寒冷傷害.  This property can be found on all armor; 盾牌; accessories or weapons.; shields; accessories or weapons.";Modified
1115229;This property reduces the damage taken from attacks that cause 毒傷害.  This property can be found on all armor; 盾牌; accessories or weapons.; shields; accessories or weapons.";Modified
1115230;This property reduces the damage taken from attacks that cause 能量傷害.  This property can be found on all armor; 盾牌; accessories or weapons.; shields; accessories or weapons.";Modified
1115231;The amount of damage you can inflict on successful melee or ranged attacks.;Modified
1115232;This property increases your chance of successfully hitting a target.  This can be offset by your target's 防禦機率增加 value.  This property is generally only found on weapons; 盾牌 and accessories.; shields and accessories.";Modified
1115233;This property increases the rate at which a player attacks with their weapon.  The attack speed of a weapon is calculated based on the weapon speed of the weapon; the player’s current 精力 and the amount of 攻擊速度增加 a player possesses.  Swing speed can never be lower than 1.25 seconds per attack.  This property is most commonly found on weapons.; the player’s current stamina and the amount of swing speed increase a player possesses.  Swing speed can never be lower than 1.25 seconds per attack.  This property is most commonly found on weapons.";Modified
1115234;This property provides an increase to the damage you inflict on successful melee or ranged attacks.  This property can be found on all armor; 盾牌; accessories or weapons.; shields; accessories or weapons.";Modified
1115235;This property increases the chance to not consume reagents or tithing points when casting spells.  If the cumulative amount of this property is equal or above 100% then there is no reagents or tithing points cost to casting spells.  This property is most commonly found on armor and accessories.;Modified
1115236;Increase the potency of 藥水 used.;Modified
1115237;Increases the damage you inflict on successful spell attacks.;Modified
1115238;Reduces the recovery time between casting spells.;Modified
1115239;Reduces the time it takes to cast a spell.;Modified
1115240;This property reduces the 魔力 needed to cast all spells.  The maximum 降低魔力消耗 that can be provided from equipment is capped at 40%.  This property is most commonly found on armor and accessories.;Modified
1115241;This property increases the rate of hit point recovery.  The maximum 生命恢復 that can be provided from equipment is capped at 18.  This property is most commonly found on armor.;Modified
1115242;This property increases the rate of 精力 recovery.  The maximum 精力恢復 that can be provided from equipment is capped at 24.  This property is most commonly found on armor.;Modified
1115243;This property increases the rate of 魔力 recovery.  魔力恢復 is subject to diminishing returns.  The maximum 魔力恢復 that can be provided from any source is a capped at 30.  This property is most commonly found on armor.;Modified
1115244;The percentage of damage inflicted on attackers when you take 物理傷害.;Modified
1115245;Increases the chance of defending yourself from melee or ranged attacks.  This can negate your opponents’ 命中機率增加 values.;Modified
1115246;更多資訊;Modified
1115247;物品鑑定; if used successfully; will allow you to gather information about the chosen item. You will be given a description that varies in detail and accuracy depending on your skill level.; if used successfully; will allow you to gather information about the chosen item. You will be given a description that varies in detail and accuracy depending on your skill level.";Modified
1115248;解剖學 allows you to evaluate the ability of other creatures and improves 治療.;Modified
1115249;露營 will allow you to leave the world of 不列顛尼亞 immediately upon successful completion of building your campground.;Modified
1115250;The 專注 skill could be defined as the "Warrior's 冥想 Skill." It increases both a player's 魔力 and 精力恢復.;Modified
1115251;Use of the 治療 skill will allow you to heal yourself or other players. If you are successful in your efforts; the recipient will regain health; and the 繃帶 will be used up.; the recipient will regain health; and the bandage will be used up.";Modified
1115252;刺擊術 is a melee combat skill; which allows for an quick attack style of fighting.; which allows for an quick attack style of fighting.";Modified
1115253;鎚術 is a melee combat skill; which allows for an quick attack style of fighting.; which allows for an quick attack style of fighting.";Modified
1115254;劍術 is a melee combat skill; which allows for a strong-arm attack style of fighting.; which allows for a strong-arm attack style of fighting.";Modified
1115255;投擲 is a ranged combat skill. Thrown weapons return to you and do not require ammunition.;Modified
1115256;This skill will allow you to cast a variety of spells in the game. To cast a spell; your hands must be free of any items (except a 法術書); you must have a 法術書 with the appropriate spell contained therein; and you must have the appropriate reagents in your pack.; your hands must be free of any items (except a spellbook); you must have a spellbook with the appropriate spell contained therein; and you must have the appropriate reagents in your pack.";Modified
1115257;通靈 is used to be able to understand the speech of ghosts. If you do not have this skill you will only be able to see a series of "OoOOoo"s emanating from the deceased. The 通靈 skill is also used to heal players by channeling spiritual energy.;Modified
1115258;神祕主義 consists of 16 spells and eight circles that signify their power and the magic ability required to cast them. These eight concentric circles correspond to vortices within the ether; all spinning one within another as they expand through the universe. The more powerful a spell you wish to cast; the deeper into the inner circles of ether you must penetrate.; all spinning one within another as they expand through the universe. The more powerful a spell you wish to cast; the deeper into the inner circles of ether you must penetrate.";Modified
1115259;The 附魔 skill allows player characters to imbue items with magical properties. It also allows player characters to magically unravel items into special ingredients. Artificers use these ingredients when 附魔 items with magical power.;Modified
1115260;The 隱身 skill allows you to become invisible to other players. While you are hidden; you are not totally impervious to detection or attack. You can be revealed by spellcasters; the 偵測隱藏 skill; and can be tracked using the 追蹤 skill. You can also take damage from area effect spells; and 紫色 藥水.; you are not totally impervious to detection or attack. You can be revealed by spellcasters; the Detect Hidden skill; and can be tracked using the tracking skill. You can also take damage from area effect spells; and purple potions.";Modified
1115261;The lockpicking skill is exactly that; it is used to open locked items. In order to attempt to pick a lock; you must have a set of 開鎖器 in your pack. 開鎖器 can be purchased from thief shopkeepers. Double-click on your 開鎖器; and then target the item to be picked. If you are successful the lock will be picked; and you can open the item.; it is used to open locked items. In order to attempt to pick a lock; you must have a set of lockpicks in your pack. Lockpicks can be purchased from thief shopkeepers. Double-click on your lockpicks; and then target the item to be picked. If you are successful the lock will be picked; and you can open the item.";Modified
1115262;The 用毒 skill can be used to poison a weapon or even 食物 and drink. To create the vial of poison you will need to have the reagent 龍葵; and then mix it in pestle and mortar. Once it is mixed; it will pour into the 空瓶 in your pack.; and then mix it in pestle and mortar. Once it is mixed; it will pour into the empty bottle in your pack.";Modified
1115263;智力評估 allows you to learn certain things about the mental makeup of the beings you select. A high evaluate 智力 skill also allows mages to successfully overcome the natural resistance of creatures to magic.;Modified
1115264;Your 治療 stone does not have enough energy to remove the poison.;Modified
1115265;Your 神祕主義; 專注; or 附魔 Skills are not enough to use the heal stone to cure yourself.; Focus; or Imbuing Skills are not enough to use the heal stone to cure yourself.";Modified
1115266;The 治療 stone has used up all its energy and has been destroyed.;Modified
1115267;Displays the game in full-screen mode.;Modified
1115268;You must wait a few seconds before you can summon a new 治療 stone.;Modified
1115269;Monitor resolution to use when in full-screen mode.;Modified
1115270;The maximum allowable frames to display per second. Decrease this to improve performance.;Modified
1115271;Displays the window frame around the game client. Only applicable when full-screen mode is turned off.;Modified
1115272;Adjusts the brightness level of the environment.;Modified
1115273;The enchantment on your weapon has expired.;Modified
1115274;治療 Points: ~1_Val~;Modified
1115275;Displays the foliage on trees.;Modified
1115276;Displays shadows underneath mobiles.;Modified
1115277;Fixes screen tearing issues (if any). Turning this option on will reduce performance.;Modified
1115278;Makes your character and any nearby items visible when obstructed by buildings and other structures.;Modified
1115279;Level of detail for particle effects.;Modified
1115280;Particle effects to display:<br>None - Disable all particle effects.<br>All - Enable all particle effects.<br>Hide Area of Effect - Disable only location based particle effects.<br>Player/Target - Enable particle effects on the player; their current target; and location based particle effects.<br>Party/Target - Enable particle effects on the player; party members; their current target; and location based particle effects.; their current target; and location based particle effects.<br>Party/Target - Enable particle effects on the player; party members; their current target; and location based particle effects.";Modified
1115281;Plays animations for mobiles when they are standing still. Restart is required for the change to take effect.;Modified
1115282;The variety of animations to play for mobiles. The "Low" setting eliminates any fidgeting animations (such as the occasional stretch when standing still). The "Medium" setting reduces the variance in animations. The "High" setting plays all animations available. Restart is required for the change to take effect.;Modified
1115283;Action to use when scrolling the mouse wheel up.;Modified
1115284;Action to use when scrolling the mouse wheel down.;Modified
1115285;Resets all 鑰匙 bindings to the Classic Client set. Ideal to use if the "Legacy Chat Mode" option is turned on; where pressing ENTER to begin chatting is not required.; where pressing ENTER to begin chatting is not required.";Modified
1115286;Resets all 鑰匙 bindings to the Enhanced Client set. Ideal to use if the "Legacy Chat Mode" option is turned off; where pressing ENTER to begin chatting is required.; where pressing ENTER to begin chatting is required.";Modified
1115287;The master toggle for playing sound effects and music.;Modified
1115288;The master volume control for sound effects and music.;Modified
1115289;Plays sound effects.;Modified
1115290;Volume control for sound effects.;Modified
1115291;Plays music.;Modified
1115292;Volume control for music.;Modified
1115293;If sound effects are enabled; this option will play sound effects for footsteps when mobiles are moving.; this option will play sound effects for footsteps when mobiles are moving.";Modified
1115294;Primary language to use for text.;Modified
1115295;Maximum allowable cache size to use for game assets.;Modified
1115296;Your character will always run when using the right mouse button; regardless of mouse distance from your character.; regardless of mouse distance from your character.";Modified
1115297;While in War mode; your character will automatically attack any mob that is selected. This option only works when the "Legacy Targeting" option is turned off.; your character will automatically attack any mob that is selected. This option only works when the ""Legacy Targeting"" option is turned off.";Modified
1115298;Displays a warning dialog if you are about to perform a criminal act while in a non-consensual PvP zone.;Modified
1115299;Requires the shift 鑰匙 when dragging stacked items in order to split them apart.;Modified
1115300;Loads a custom created interface.;Modified
1115301;Scales the user interface.;Modified
1115302;Default view to use when opening containers.;Modified
1115303;Default view to use when searching through corpses for loot.;Modified
1115304;Shows the current health; 魔力; and 精力 values in your 肖像 without the need to mouse over it.; mana; and stamina values in your portrait without the need to mouse over it.";Modified
1115305;Shows extended mouse-over information for actions in the hotbar.;Modified
1115306;Shows a "Tip of the Day" window after logging into the game.;Modified
